Year,Series,Врста производа,Value
2010,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,0.51753
2011,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,0.54586
2012,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,0.57248
2013,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,0.61619
2014,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,0.59812
2015,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,0.56402
2016,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,0.5637
2017,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,0.56187
2018,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,
2019,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,
2020,"Материјални отисак по глави становника, према врсти сировине (тoнe)",WOD,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,1.93849
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,1.9885099999999998
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.02977
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.3393200000000003
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.26058
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.15715
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.3061700000000003
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.2313
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.3658799999999998
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.36948
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.26028
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.32958
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.29121
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.38481
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.40347
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.48015
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.5021
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,2.52316
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",ALP,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.57457
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.6069
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.59854
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.46078
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.5795600000000001
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.55821
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.54704
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.47096000000000005
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.50694
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.49865
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.48301000000000005
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.47923000000000004
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.43436
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.4953
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.46571999999999997
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.45083
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.44286000000000003
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,0.43543000000000004
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",BIM,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.6121
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.60552
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.59792
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.62397
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.59436
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.60173
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.6241
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.57697
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.63089
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.6887300000000001
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.66184
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.7573
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.73041
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.69965
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.69103
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.7467600000000001
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.74675
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,0.7468600000000001
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",COL,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.10577
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.13179000000000002
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.14381
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.0852
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.14313
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.13185
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.12377
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.08656
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.11291
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.11648
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.09415
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.09306
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.07421
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.09852000000000001
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.08755
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.08499
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.08244
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,0.08006
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CPR,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.24453000000000003
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.2926
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.26429
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.1969
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.30693000000000004
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.2882
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.26408000000000004
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.22665
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.24105
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.24251999999999999
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.22227
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.21978000000000003
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.19512000000000002
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.22769
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.21616999999999997
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.21256
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.20889000000000002
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,0.20546
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",CRO,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.030119999999999997
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.021330000000000002
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.016309999999999998
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.02012
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.02561
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.12936
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.13142
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.1202
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.13732
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.13702
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.04898
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.06147999999999999
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.05558
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.0744
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.07805
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.08118
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.084
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,0.08666
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FEO,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.72149
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.70527
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.68965
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.70903
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.69216
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.69411
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.71773
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.67098
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.73092
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.7944100000000001
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.769
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.86734
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.82995
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.7921600000000001
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.77609
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.83334
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.83285
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,0.8325299999999999
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",FOF,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.01415
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.00902
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.00812
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.01022
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.01515
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.01732
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.01728
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.01726
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.01624
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.00955
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.00993
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.0112
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.0104
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.007909999999999999
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.00727
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.00884
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.00854
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,0.00825
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GAS,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.01792
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.00525
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.0008
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.00088
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.00108
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.00812
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.02367
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.04579
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.03642
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.03826
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.05391
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.04979
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.043089999999999996
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.04239
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.04169
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.04412
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.04635
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,0.04844
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",GBO,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.05125
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.0286
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.02179
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.0671
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.0726
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.19352
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.17653
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.15846
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.18824000000000002
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.16468
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.10023
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.11177999999999999
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.10819000000000001
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.1248
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.12140999999999999
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.12544
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.12903
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,0.13244
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",MEO,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.02113
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.00727
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.00548
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.04699
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.04699
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.06416000000000001
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.045110000000000004
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.03826
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.05092
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.02766
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.05125
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.0503
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.0526
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.0504
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.04335
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.04425
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.04503
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,0.04578
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NFO,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.0591
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.07705
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.06679
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.035089999999999996
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.04688
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.06634
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.10729000000000001
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.13823
2008,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.13384000000000001
2009,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.11479
2010,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.08803
2011,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.10815
2012,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.1082
2013,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.09168
2014,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.10124
2015,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.10345
2016,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.10536
2017,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,0.10718
2018,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,
2019,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,
2020,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMA,
2000,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMC,0.53208
2001,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMC,0.5706899999999999
2002,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMC,0.653
2003,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMC,1.06731
2004,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMC,0.8693799999999999
2005,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMC,0.6449600000000001
2006,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMC,0.75758
2007,"Материјални отисак по БДП-у, према врсти сировине (килограми по константном америчком долару из 2010)",NMC,0.79266
